iter	Logloss
118	0.131303447
119	0.1310839599
120	0.1306543828
121	0.1299534985
122	0.1298413144
123	0.1296439236
124	0.1294518297
125	0.1291618573
126	0.1289991155
127	0.1284491773
128	0.1278182902
129	0.1272763718
130	0.126731499
131	0.1265805
132	0.1263767355
133	0.1261382514
134	0.1257890419
135	0.1255427692
136	0.1253130041
137	0.1250571509
138	0.124665127
139	0.1239331444
140	0.1234461261
141	0.1232721549
142	0.1228777198
143	0.1221723983
144	0.1220168703
145	0.1214350856
146	0.1212430347
147	0.1208115418
148	0.1204222449
149	0.1200817024
150	0.1199318553
151	0.1194062442
152	0.1190984186
153	0.1188127118
154	0.118606091
155	0.1183925821
156	0.1181691809
157	0.1177822779
158	0.1170823655
159	0.1169117423
160	0.116456151
161	0.116275497
162	0.1159787408
163	0.1156990196
164	0.1151293747
165	0.1149890465
166	0.1146289405
167	0.1143442001
168	0.11418007
169	0.1139844544
170	0.1136578593
171	0.1132426838
172	0.1131114801
173	0.1129783324
174	0.1128504521
175	0.1126558366
176	0.1123547248
177	0.112003751
178	0.1118212819
179	0.1116576528
180	0.1115738838
181	0.1114551887
182	0.1113298294
183	0.1110189085
184	0.1107702348
185	0.1105728853
186	0.1103973149
187	0.1100663567
188	0.109573761
189	0.1093404158
190	0.1091739342
191	0.1090826046
192	0.1086631392
193	0.1084240842
194	0.1078161401
195	0.1077089122
196	0.1070855075
197	0.106915172
198	0.1066868738
199	0.1061995195
200	0.1058280715
201	0.1056473183
202	0.1054291098
203	0.104694396
204	0.1045923932
205	0.1044075497
206	0.1037812802
207	0.1036130512
208	0.1034544757
209	0.1033047465
210	0.103012766
211	0.1027431498
212	0.1023297597
213	0.1020543766
214	0.1017920635
215	0.1014179864
216	0.1011979175
217	0.1009612465
218	0.1007424234
219	0.1005906301
220	0.100414763
221	0.1001284153
222	0.09995639544
223	0.09958915005
224	0.0994744425
225	0.09916275497
226	0.0988835428
227	0.09872741041
228	0.0984619252
229	0.09829967407
230	0.09775583056
231	0.09758060824
232	0.09721051634
233	0.09663873699
234	0.09615960201
235	0.09597337894
236	0.09580562471
237	0.09561650655
238	0.09550000825
239	0.09538361219
240	0.09524490332
241	0.09500628711
242	0.09477722682
243	0.09449524101
244	0.09418254332
245	0.09399799002
246	0.09381343446
247	0.09369803368
248	0.09344599132
249	0.09335003736
250	0.09319387837
251	0.09303965576
252	0.0929256523
253	0.09261563314
254	0.09251320573
255	0.0924381277
256	0.09226230833
257	0.09216478858
258	0.09200742399
259	0.09157439246
260	0.09147698569
261	0.09131510838
262	0.09124409154
263	0.09110359333
264	0.09091250451
265	0.09072878708
266	0.09054243515
267	0.0904738901
268	0.09042099556
269	0.09029099487
270	0.09008949247
271	0.08997151207
272	0.08989130876
273	0.08982787713
274	0.08964901715
275	0.08959831659
276	0.08948015128
277	0.08936282427
278	0.08917116475
279	0.08897298604
280	0.0888653178
281	0.08876586279
282	0.08863330166
283	0.0884559804
284	0.0883494903
285	0.08826395519
286	0.08818236687
287	0.08811723217
288	0.0880568999
289	0.0879566863
290	0.08789706104
291	0.08785217025
292	0.08778987647
293	0.08765356857
294	0.08730505127
295	0.0872355533
296	0.08704674168
297	0.08687952898
298	0.08675858069
299	0.08666010509
300	0.08647721551
301	0.08625532822
302	0.08620137877
303	0.08607722953
304	0.08592574636
305	0.08584159643
306	0.08573206211
307	0.08565585945
308	0.08549063073
309	0.08540850963
310	0.08533325938
311	0.08528995659
312	0.08522300427
313	0.08515495656
314	0.08507892688
315	0.08498253871
316	0.08473566844
317	0.08465413657
318	0.08451856688
319	0.08440790514
320	0.0843427394
321	0.08417563088
322	0.08410453197
323	0.08405311849
324	0.08399378164
325	0.083944129
326	0.08386519856
327	0.08373976988
328	0.08362859606
329	0.08326661766
330	0.08314442019
331	0.08301443442
332	0.08292668218
333	0.08283482556
334	0.08274556756
335	0.08259135365
336	0.08247883595
337	0.08242078148
338	0.08233643551
339	0.08221211927
340	0.08209068297
341	0.08196079834
342	0.08189741283
343	0.08180173236
344	0.08163089057
345	0.08143584739
346	0.08136874695
347	0.08129674682
348	0.0812665775
349	0.08118386264
350	0.0810740188
351	0.08102027209
352	0.08087791971
353	0.08067787517
354	0.08063156148
355	0.08055931188
356	0.08042956001
357	0.08036821101
358	0.0802308276
359	0.08018697571
360	0.0800810075
361	0.07997891803
362	0.07986869271
363	0.07982701444
364	0.0797299554
365	0.07963661991
366	0.07958006071
367	0.07946565107
368	0.07940079221
369	0.07928582543
370	0.07920367004
371	0.07907921186
372	0.07900706819
373	0.07896105577
374	0.07891123168
375	0.07886253576
376	0.07883444271
377	0.07879757005
378	0.07873561287
379	0.07867437611
380	0.07857018644
381	0.07851718502
382	0.07843557804
383	0.07823618768
384	0.07818543344
385	0.07808744966
386	0.07799943761
387	0.07788500323
388	0.07784043553
389	0.07777319679
390	0.07772976901
391	0.07767585538
392	0.07759533547
393	0.0775523523
394	0.07743833018
395	0.07732202263
396	0.07725437192
397	0.07709521819
398	0.07702952635
399	0.07697458348
400	0.07692664319
401	0.07683327855
402	0.07671326958
403	0.07656420536
404	0.0763863159
405	0.07635104137
406	0.07631930077
407	0.07628501462
408	0.0762237615
409	0.07614728419
410	0.07608777193
411	0.07605830383
412	0.07597027562
413	0.07592995945
414	0.07580656348
415	0.07559735619
416	0.07552346769
417	0.07546024157
418	0.07539862354
419	0.07534640782
420	0.07517149428
421	0.07512827858
422	0.0750196968
423	0.07489760218
424	0.07487558047
425	0.07479317625
426	0.07468965795
427	0.07465257782
428	0.07456967885
429	0.07449083137
430	0.07442558767
431	0.07438961801
432	0.0743112747
433	0.07423921906
434	0.07416284004
435	0.07413421189
436	0.07406632707
437	0.07402948049
438	0.07399246835
439	0.07396646116
440	0.0739207643
441	0.07385561753
442	0.0737895344
443	0.07369265273
444	0.07363687088
445	0.07358165973
446	0.07357419787
447	0.07349955351
448	0.07346190843
449	0.07342925459
450	0.07339172984
451	0.07325350237
452	0.07318885979
453	0.07311827065
454	0.0730854571
455	0.07302417996
456	0.07298098969
457	0.07291688291
458	0.07286939915
459	0.07277461467
460	0.07272368775
461	0.07268858509
462	0.07261998153
463	0.07257684646
464	0.07249136054
465	0.07242123479
466	0.07239199025
467	0.07235807917
468	0.07226643069
469	0.0722327401
470	0.07216828451
471	0.07201049091
472	0.07191004636
473	0.07180672604
474	0.07173822969
475	0.07169475527
476	0.07163488989
477	0.07148119943
478	0.07144088281
479	0.071284175
480	0.07118838877
481	0.07114473767
482	0.071088512
483	0.07105929698
484	0.07099911924
485	0.07090375544
486	0.07086033745
487	0.0708377948
488	0.07074870593
489	0.07071969785
490	0.07068675914
491	0.07059736254
492	0.07056050604
493	0.07049907193
494	0.07043284241
495	0.0703984052
496	0.07039182739
497	0.07035717249
498	0.07025325484
499	0.07016181562
500	0.07011230135
501	0.07000468789
502	0.06998384965
503	0.06992672575
504	0.0698617792
505	0.06979425975
506	0.06976211072
507	0.06971411258
508	0.06961940404
509	0.06954315507
510	0.06949751236
511	0.06943412176
512	0.06940757526
513	0.06935939429
514	0.06932234481
515	0.06925380909
516	0.0691849655
517	0.06912839611
518	0.06904561013
519	0.0689557928
520	0.06889694514
521	0.06883100224
522	0.06874608639
523	0.06866944862
524	0.06861166553
525	0.06853475906
526	0.06844776173
527	0.06835522445
528	0.06831324187
529	0.06824233508
530	0.06820181671
531	0.06806292886
532	0.06801338946
533	0.0679695475
534	0.06786881793
535	0.06776512187
536	0.06772992758
537	0.06770362901
538	0.06762394617
539	0.06759664546
540	0.06750768823
541	0.06744777387
542	0.06740175222
543	0.06736434611
544	0.06733568528
545	0.06730128179
546	0.06724551748
547	0.06718925286
548	0.06715568165
549	0.06710174767
550	0.06705612383
551	0.06702886203
552	0.06695853475
553	0.06686745362
554	0.06683557463
555	0.0668278943
556	0.0667703117
557	0.06674851934
558	0.06670271081
559	0.0666662967
560	0.06663932061
561	0.06661124674
562	0.06656082744
563	0.06647762345
564	0.06645247535
565	0.06640213664
566	0.06634653837
567	0.06633712409
568	0.06628142053
569	0.066232949
570	0.06614113355
571	0.06607684489
572	0.06605208024
573	0.0660461623
574	0.06597322675
575	0.06585304242
576	0.06578479888
577	0.06576235232
578	0.06575687473
579	0.06572153056
580	0.06571121424
581	0.06567678722
582	0.06565558805
583	0.06564789708
584	0.06559361001
585	0.06558630966
586	0.06555618939
587	0.06548519335
588	0.06544601157
589	0.06542548198
590	0.06539634766
591	0.06533393228
592	0.06528627311
593	0.06523088626
594	0.06518180151
595	0.06513814835
596	0.0651168503
597	0.06503670996
598	0.06497039991
599	0.06496501647
600	0.06495992141
601	0.06493384334
602	0.06491126842
603	0.06487771596
604	0.06481412865
605	0.06477168553
606	0.06475357555
607	0.06474874516
608	0.06472815853
609	0.06465356119
610	0.0646443195
611	0.06461390582
612	0.06460380412
613	0.06453603449
614	0.06450021044
615	0.06445092072
616	0.06437243227
617	0.06431483521
618	0.06425104713
619	0.06423698114
620	0.06415530116
621	0.0641324863
622	0.06407438168
623	0.06404942714
624	0.06399526559
625	0.06399232681
626	0.06397416791
627	0.06392801372
628	0.0638883407
629	0.06382762743
630	0.06374447439
631	0.06368947551
632	0.06362578773
633	0.06355603136
634	0.06354090094
635	0.06347701266
636	0.06343475235
637	0.06335674696
638	0.06331516092
639	0.0632924846
640	0.06320019524
641	0.0631972336
642	0.063159423
643	0.06311055666
644	0.06309449338
645	0.06305411385
646	0.06300576765
647	0.06296750782
648	0.06295290063
649	0.06294900277
650	0.06294115287
651	0.06289079552
652	0.06287109631
653	0.06286849306
654	0.06282621941
655	0.06274815343
656	0.06272431439
657	0.06269494098
658	0.0626918547
659	0.06265645719
660	0.06252855643
661	0.0624871623
662	0.06242656095
663	0.06236598909
664	0.06232946319
665	0.06229756359
666	0.06226996684
667	0.06221488414
668	0.06215925677
669	0.06213387901
670	0.06207021157
671	0.06201755362
672	0.06196568183
673	0.06194819065
674	0.06191331181
675	0.06189548538
676	0.06181756252
677	0.06180477648
678	0.06178632321
679	0.06171148918
680	0.06165591071
681	0.061616328
682	0.06157105193
683	0.06155424738
684	0.06152717122
685	0.06149882835
686	0.0614774161
687	0.06139697319
688	0.0613474978
689	0.06130936377
690	0.06129883648
691	0.0611960693
692	0.0611312779
693	0.06104896606
694	0.06101913619
695	0.06099009968
696	0.06096246459
697	0.06091691651
698	0.06090716059
699	0.06084217281
700	0.06080497488
701	0.06077370142
702	0.06068751404
703	0.06064875131
704	0.06060449875
705	0.0605357515
706	0.06051602945
707	0.06046885293
708	0.06041584389
709	0.06034390539
710	0.06033566937
711	0.06033336315
712	0.06027316877
713	0.06026279414
714	0.06022781155
715	0.06015716667
716	0.0601495575
717	0.06014738204
718	0.06011552161
719	0.06006643978
720	0.06005154934
721	0.06001304737
722	0.06000305565
723	0.05998349826
724	0.05993795533
725	0.05989044041
726	0.05986453019
727	0.0598131661
728	0.05977686272
729	0.05975235436
730	0.05973655392
731	0.05968230217
732	0.05965315229
733	0.05963877894
734	0.05960383417
735	0.0595766702
736	0.0595515666
737	0.05952960298
738	0.05945395217
739	0.05940637766
740	0.05938189834
741	0.05934660449
742	0.05931739517
743	0.05927817881
744	0.0592709209
745	0.05919926161
746	0.05914833683
747	0.05911124311
748	0.05910681354
749	0.05908951696
750	0.05902766307
751	0.05900610775
752	0.0589957692
753	0.05896576557
754	0.05892917427
755	0.05887472754
756	0.05882844654
757	0.05880308688
758	0.05877610644
759	0.05873898901
760	0.05871523828
761	0.0586568064
762	0.0586148318
763	0.05858572732
764	0.05855285597
765	0.05853351376
766	0.0584996215
767	0.05847868013
768	0.05846922053
769	0.05838476869
770	0.05834680329
771	0.05831441759
772	0.05830801886
773	0.05829185842
774	0.05824819453
775	0.0582180796
776	0.05819405098
777	0.05817344488
778	0.05812927211
779	0.05812474681
780	0.05808934425
781	0.05802624199
782	0.05802232319
783	0.0579920719
784	0.05798340771
785	0.05796719983
786	0.05794104722
787	0.05790840637
788	0.05783176964
789	0.0578052105
790	0.05776273615
791	0.05775463463
792	0.05771003183
793	0.05767249415
794	0.05765281323
795	0.05761175003
796	0.05757080821
797	0.05753415912
798	0.05750982654
799	0.0574313884
800	0.0573946178
801	0.05736494867
802	0.05732495975
803	0.05728879695
804	0.05724666864
805	0.05724045147
806	0.05722615235
807	0.05720563936
808	0.05715897876
809	0.05713502605
810	0.05711807107
811	0.05706711753
812	0.05700696016
813	0.05697681851
814	0.05694879154
815	0.05690959888
816	0.05687818051
817	0.05686791177
818	0.05685530133
819	0.05683759909
820	0.05678294834
821	0.05672708096
822	0.05667869831
823	0.05660754115
824	0.05654301505
825	0.05651813127
826	0.0564594009
827	0.05643070523
828	0.05642229561
829	0.05639891602
830	0.05632365331
831	0.05630829277
832	0.05626705786
833	0.05624877775
834	0.05620700575
835	0.05617849752
836	0.05615501739
837	0.05612731664
838	0.05610190257
839	0.0560652138
840	0.0560369004
841	0.05602954359
842	0.05601153863
843	0.05594578098
844	0.05593608731
845	0.05588780548
846	0.05586424983
847	0.05583126155
848	0.05581040887
849	0.05577348634
850	0.05575768091
851	0.05573563895
852	0.05571908507
853	0.0556957491
854	0.05566649309
855	0.05562898904
856	0.05556854466
857	0.05554919151
858	0.05551915014
859	0.05550195677
860	0.05546343982
861	0.05544132678
862	0.05543332968
863	0.05541111739
864	0.05538847265
865	0.055357052
866	0.05532164851
867	0.05525871033
868	0.05520907131
869	0.05517658545
870	0.05514690909
871	0.05513463335
872	0.05508819539
873	0.0550492518
874	0.0550341288
875	0.05500100303
876	0.05499632541
877	0.05495459357
878	0.05493187393
879	0.05491244334
880	0.05487552992
881	0.0548523663
882	0.05476909764
883	0.0547242813
884	0.05466875137
885	0.05462534743
886	0.05459969792
887	0.05453607954
888	0.05449883065
889	0.05445951474
890	0.05444612866
891	0.05437582925
892	0.05434618039
893	0.0543137072
894	0.05429971112
895	0.05428175137
896	0.05425499807
897	0.05419740712
898	0.05413853571
899	0.0540939058
900	0.05403874104
901	0.05398857575
902	0.05396918569
903	0.05392837564
904	0.05387183719
905	0.05384900608
906	0.05381502937
907	0.05377741266
908	0.05372461258
909	0.05368238407
910	0.05366155773
911	0.05362310332
912	0.05359168877
913	0.0535715194
914	0.05355621314
915	0.05352156019
916	0.05349531037
917	0.05348386572
918	0.05344064381
919	0.05340249539
920	0.05336497915
921	0.05333264409
922	0.05330945943
923	0.05329177491
924	0.05327279253
925	0.05325570802
926	0.05323190755
927	0.05320027628
928	0.05318031179
929	0.0531391557
930	0.05311982071
931	0.05309837676
932	0.05307360209
933	0.05302600407
934	0.05298540306
935	0.05296457735
936	0.05294096254
937	0.05291183433
938	0.05288009221
939	0.05285807312
940	0.05283430328
941	0.05278035
942	0.05275807533
943	0.05273846543
944	0.05272697897
945	0.05268913296
946	0.05267257703
947	0.05264135487
948	0.05261075231
949	0.05258147983
950	0.05252184025
951	0.05250375351
952	0.0524728215
953	0.05244609141
954	0.05236982964
955	0.05233799237
956	0.05230350106
957	0.05227821288
958	0.05224684558
959	0.05220222779
960	0.05218461196
961	0.05215053382
962	0.05211758465
963	0.05210179018
964	0.05207204917
965	0.05204377853
966	0.05201374384
967	0.05199259138
968	0.05197694861
969	0.05193118958
970	0.05188499698
971	0.05185099708
972	0.05183526724
973	0.05178815793
974	0.05176308055
975	0.05172573077
976	0.05171730904
977	0.05167091261
978	0.05161208314
979	0.05157769525
980	0.05156264672
981	0.05152898088
982	0.05150480486
983	0.05144013256
984	0.05136993043
985	0.05134907291
986	0.05133107861
987	0.05129658835
988	0.05128601904
989	0.0512428319
990	0.05123777763
991	0.05118395113
992	0.05114698018
993	0.05108204081
994	0.05104628028
995	0.05101683414
996	0.05101134278
997	0.05098541943
998	0.05096917013
999	0.05095238441
